age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.1935483870967742,0.23655913978494625,0.13978494623655913,0.20967741935483872,0.22043010752688172
青年,女,0.2015801836429639,0.2005124919923126,0.20392910527439675,0.21012171684817424,0.18385650224215247
青年,未指定,0.18471337579617833,0.16560509554140126,0.18471337579617833,0.24203821656050956,0.2229299363057325
青年,男,0.18743251997408766,0.20125242928093284,0.195638091125027,0.2053552148564025,0.21032174476354998
中年,其他,0.1907514450867052,0.20616570327552985,0.19653179190751446,0.19845857418111754,0.20809248554913296
中年,女,0.1983536211577196,0.2016814081793502,0.1966897276469043,0.2000175146685349,0.20325772834749103
中年,未指定,0.22111553784860558,0.22310756972111553,0.19322709163346613,0.15737051792828685,0.2051792828685259
中年,男,0.19627618308766487,0.19541418843203173,0.19679337988104473,0.20851650719765538,0.20299974140160332
中老年,其他,0.21350762527233116,0.2047930283224401,0.16993464052287582,0.19825708061002179,0.21350762527233116
中老年,女,0.19936875328774328,0.20313869893038752,0.20313869893038752,0.19796598281606173,0.19638786603541997
中老年,未指定,0.21263157894736842,0.21263157894736842,0.1831578947368421,0.2,0.19157894736842104
中老年,男,0.20229334246106453,0.2041759370186548,0.19647441382851275,0.1960465514290604,0.2010097552627075
老年,其他,0.1871275327771156,0.2097735399284863,0.21454112038140644,0.19904648390941598,0.18951132300357568
老年,女,0.19649537310494192,0.20314038196495374,0.20348493797991732,0.19339436897026974,0.20348493797991732
老年,未指定,0.1841109709962169,0.201765447667087,0.23076923076923078,0.1841109709962169,0.19924337957124844
老年,男,0.20031483667847305,0.19849468713105076,0.1970680834317198,0.2002164502164502,0.20390594254230618
