age,count
18,154375
19,149625
20,149250
21,149375
22,146500
23,149375
24,149625
25,148125
26,154000
27,154750
28,144375
29,148250
30,148250
31,146500
32,149750
33,155250
34,148125
35,150375
36,156125
37,149500
38,150000
39,158125
40,150500
41,153625
42,149500
43,152750
44,151250
45,143500
46,152250
47,153625
48,146125
49,158625
50,153000
51,156625
52,152125
53,148625
54,155250
55,145500
56,146375
57,150875
58,148250
59,152500
60,149500
61,156250
62,154000
63,147500
64,144250
65,146375
66,160000
67,148625
68,149125
69,147875
70,152375
71,159750
72,148750
73,151500
74,150250
75,152375
76,141625
77,146500
78,141250
79,148375
80,154125
81,141750
82,156750
83,155375
84,150375
85,141250
86,164500
87,152875
88,152750
89,147625
90,152250
91,150875
92,158250
93,146750
94,153000
95,144000
96,150875
97,146375
98,148375
99,149875
100,155250
