age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.21287128712871287,0.2079207920792079,0.1782178217821782,0.17326732673267325,0.22772277227722773
青年,女,0.20107411385606874,0.19591836734693877,0.20429645542427496,0.20150375939849624,0.19720730397422126
青年,未指定,0.2356020942408377,0.14659685863874344,0.2198952879581152,0.18324607329842932,0.21465968586387435
青年,男,0.20253441118636661,0.20275289490932927,0.18702206685601921,0.20100502512562815,0.20668560192265675
中年,其他,0.19693654266958424,0.19912472647702406,0.212253829321663,0.1925601750547046,0.19912472647702406
中年,女,0.20140166447656593,0.1982479194042926,0.20630749014454666,0.19816031537450723,0.1958826106000876
中年,未指定,0.19213973799126638,0.21615720524017468,0.19868995633187772,0.21179039301310043,0.1812227074235808
中年,男,0.19333218766111016,0.19728475683107063,0.20622100017185083,0.2051898951709916,0.1979721601649768
中老年,其他,0.21951219512195122,0.19290465631929046,0.18625277161862527,0.17960088691796008,0.22172949002217296
中老年,女,0.20241615274140407,0.19650249218552,0.1992903607332939,0.2035988848525809,0.19819210948720115
中老年,未指定,0.1606425702811245,0.18674698795180722,0.2248995983935743,0.1927710843373494,0.23493975903614459
中老年,男,0.19922647185217018,0.20429737859905459,0.19724967769660506,0.20120326600773528,0.1980232058444349
老年,其他,0.1956521739130435,0.20594965675057209,0.19679633867276888,0.21967963386727687,0.18192219679633867
老年,女,0.2014055023923445,0.20080741626794257,0.20185406698564592,0.19916267942583732,0.19677033492822968
老年,未指定,0.17417783191230207,0.21802679658952498,0.21802679658952498,0.1900121802679659,0.1997563946406821
老年,男,0.1997824689771098,0.1969150145844663,0.2042319671725911,0.20012854105898056,0.19894200820685223
