age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.18232044198895028,0.19889502762430938,0.19337016574585636,0.20994475138121546,0.2154696132596685
青年,女,0.2084858927417618,0.18845573982339006,0.19965539521860864,0.2031014430325221,0.20030152918371744
青年,未指定,0.19101123595505617,0.1853932584269663,0.25280898876404495,0.1797752808988764,0.19101123595505617
青年,男,0.20034505067931851,0.1996980806555963,0.19495363381496658,0.1994824239810222,0.2055208108690964
中年,其他,0.21308016877637131,0.20464135021097046,0.16455696202531644,0.20464135021097046,0.21308016877637131
中年,女,0.20101870554140686,0.20119434442785633,0.20374110828137348,0.1920611223324844,0.2019847194168789
中年,未指定,0.2111801242236025,0.18840579710144928,0.19254658385093168,0.20910973084886128,0.19875776397515527
中年,男,0.20295234806629833,0.19915400552486187,0.19993093922651933,0.1976864640883978,0.20027624309392264
中老年,其他,0.2515463917525773,0.18969072164948453,0.2268041237113402,0.1958762886597938,0.1360824742268041
中老年,女,0.19840384450356133,0.20080665922938298,0.19977688148974512,0.19806058525701536,0.2029520295202952
中老年,未指定,0.2080808080808081,0.16565656565656567,0.20606060606060606,0.23434343434343435,0.18585858585858586
中老年,男,0.20081101630480697,0.20106445890005914,0.1986989946777055,0.20047309284447073,0.19895243727295767
老年,其他,0.20960187353629978,0.18149882903981265,0.22014051522248243,0.1873536299765808,0.20140515222482436
老年,女,0.20219615672572996,0.19605690042425755,0.20159720489143998,0.20264537060144747,0.19750436735712504
老年,未指定,0.20350877192982456,0.19883040935672514,0.19883040935672514,0.18596491228070175,0.2128654970760234
老年,男,0.19763588703694546,0.19748751174637716,0.20297739749740343,0.20094960185963698,0.20094960185963698
