age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.2,0.2,0.20952380952380953,0.18095238095238095,0.20952380952380953
青年,女,0.1967803431476382,0.1933912306714679,0.1972039822071595,0.21097225164160135,0.20165219233213302
青年,未指定,0.25,0.16847826086956522,0.19021739130434784,0.2391304347826087,0.15217391304347827
青年,男,0.20682905611135277,0.19312744671596346,0.18464549804262723,0.2094388864723793,0.20595911265767725
中年,其他,0.21199143468950749,0.23554603854389722,0.16916488222698073,0.2012847965738758,0.18201284796573874
中年,女,0.20158990754342002,0.1953685301996025,0.20193553961807656,0.20167631556208415,0.19942970707681673
中年,未指定,0.19696969696969696,0.20995670995670995,0.22077922077922077,0.19047619047619047,0.18181818181818182
中年,男,0.20093823299452698,0.19737642255234125,0.2013726001216228,0.20215446095039527,0.19815828338111371
中老年,其他,0.156,0.208,0.198,0.22,0.218
中老年,女,0.2009068712940356,0.20125566794558772,0.19759330310429019,0.19506452738053714,0.20517963027554936
中老年,未指定,0.22784810126582278,0.20464135021097046,0.19831223628691982,0.18565400843881857,0.18354430379746836
中老年,男,0.20619981003367585,0.1942837406096192,0.20248683187980313,0.19868750539677058,0.19834211208013125
老年,其他,0.19757575757575757,0.2012121212121212,0.2096969696969697,0.1890909090909091,0.20242424242424242
老年,女,0.19941667902516189,0.20337139749864055,0.19620347026546048,0.19803252755944437,0.2029759256512927
老年,未指定,0.18048780487804877,0.22560975609756098,0.18658536585365854,0.21341463414634146,0.19390243902439025
老年,男,0.20047111939932277,0.19899887127643912,0.19693772390440203,0.20066741914904057,0.2029248662707955
