age,count
18,216031
19,240000
20,222579
21,222219
22,223292
23,230556
24,228728
25,229842
26,234565
27,226172
28,222005
29,228966
30,224055
31,222937
32,227258
33,222548
34,226660
35,218797
36,225353
37,237562
38,215454
39,231933
40,228381
41,224059
42,218415
43,222358
44,228928
45,223519
46,220885
47,230984
48,210977
49,233945
50,233424
51,229111
52,230818
53,219023
54,227426
55,222974
56,238265
57,229660
58,212312
59,213230
60,219013
61,221600
62,239953
63,233272
64,219164
65,226101
66,230611
67,228186
68,227248
69,235094
70,232699
71,227270
72,223879
73,233069
74,242629
75,221822
76,231942
77,224267
78,224281
79,226116
80,229844
81,235821
82,225762
83,220870
84,219731
85,232473
86,219203
87,220305
88,224309
89,229846
90,221627
91,228169
92,223498
93,221847
94,224577
95,224670
96,222423
97,224834
98,218838
99,212863
100,224068
