age,count
18,215269
19,222178
20,214706
21,222185
22,225347
23,240328
24,213005
25,231023
26,219599
27,217897
28,228172
29,228565
30,221453
31,228942
32,223702
33,224082
34,232665
35,236964
36,224816
37,230239
38,228509
39,224652
40,209132
41,227052
42,223879
43,216215
44,230593
45,232667
46,231381
47,237318
48,223322
49,216581
50,222969
51,225031
52,223910
53,235066
54,231325
55,233964
56,218027
57,220308
58,224249
59,224463
60,214530
61,235435
62,227802
63,227990
64,238085
65,217345
66,228191
67,228753
68,228335
69,227049
70,231549
71,222246
72,228954
73,216947
74,242015
75,229109
76,222214
77,236424
78,236797
79,224422
80,230013
81,224807
82,224805
83,216214
84,233466
85,229510
86,217738
87,230421
88,225604
89,221102
90,219218
91,217121
92,219734
93,226131
94,223120
95,232832
96,231010
97,232709
98,229703
99,225952
100,212848
