age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.21151890034364262,0.1958762886597938,0.1854295532646048,0.1857594501718213,0.22141580756013746
青年,女,0.19103683133181468,0.20488612367675665,0.19518965525208046,0.19902942902425388,0.20985796071509433
青年,未指定,0.2190137480758002,0.22389723446042784,0.2039120972450767,0.20388555655820373,0.14929136366049153
青年,男,0.19600740912036158,0.19577501551198717,0.20666088163037283,0.20087737173132095,0.2006793220059575
中年,其他,0.22086008951157812,0.186749539278642,0.1890617309387269,0.188821354578025,0.21450728569302793
中年,女,0.19481153227902098,0.197157174099515,0.20575096182812885,0.1987706077281999,0.20350972406513526
中年,未指定,0.17502977244198398,0.23129164118574785,0.20328945250893174,0.20317143562178808,0.18721769824154838
中年,男,0.19827572606502683,0.19639786368213225,0.20332326424173244,0.2059945896033149,0.19600855640779358
中老年,其他,0.2269519161376341,0.16525387447555442,0.23623597910780034,0.18357736107543454,0.18798086920357662
中老年,女,0.19166905610968982,0.19885919174653902,0.20537378776363907,0.19913850139701222,0.20495946298311987
中老年,未指定,0.19110386809183721,0.22259502468484876,0.18191295595072618,0.24473949096486602,0.1596486603077218
中老年,男,0.19420355189636151,0.19908624586949003,0.1994959888082686,0.20351858763707908,0.2036956257888008
老年,其他,0.19436048070594544,0.20902298710479486,0.2159215562001804,0.20110060210126027,0.17959437388781904
老年,女,0.19673923614742905,0.19729524477617966,0.20551400127244973,0.1996115541791218,0.20083996362481973
老年,未指定,0.20856855864103346,0.19668650188180245,0.20143551012104569,0.17650798494558032,0.21680144441053809
老年,男,0.20065902471117716,0.21122268641358974,0.1930993745325667,0.1971611813220403,0.1978577330206261
