age_group,income_level,gender,书籍,家居,服装,电子产品,食品,total
青年,低收入,其他,0.12165332039149074,0.1664644503761223,0.18199466148992963,0.22696756450699668,0.30292000323546064,1.0
青年,低收入,女,0.21152328607819249,0.1856033337025141,0.21795049285635176,0.20119545353859786,0.18372743382434378,1.0
青年,低收入,未指定,0.1970260223048327,0.15128495231937936,0.2575561661548408,0.15185065459835137,0.24228220462259575,1.0
青年,低收入,男,0.21337942125544335,0.18152514820190965,0.1977951593757941,0.21467085774357153,0.19262941342328135,1.0
青年,中收入,其他,0.20354793037394853,0.23419671858082786,0.2030482218705755,0.20279836761888898,0.15640876155575914,1.0
青年,中收入,女,0.20846799491309878,0.1951708350996185,0.19641882153454854,0.2066570580754557,0.1932852903772785,1.0
青年,中收入,未指定,0.15514705882352942,0.25799632352941176,0.24154411764705883,0.1728860294117647,0.1724264705882353,1.0
青年,中收入,男,0.19576565628904444,0.21433241480822224,0.19452992623273488,0.18749208413918222,0.20787991853081622,1.0
青年,高收入,其他,0.2351467056489506,0.19619922731544326,0.1958859768194633,0.19609481048344993,0.17667327973269292,1.0
青年,高收入,女,0.2053737111604091,0.18446625647035844,0.1844627684065129,0.20143219901497078,0.2242650649477488,1.0
青年,高收入,未指定,0.2220795892169448,0.14782265231559197,0.2593068035943517,0.22237582699713637,0.1484151278759751,1.0
青年,高收入,男,0.19206279711938554,0.2030357456813191,0.19264195368815867,0.19647541859575215,0.21578408491538453,1.0
中年,低收入,其他,0.23195420980108117,0.19856552308942516,0.13281277603080946,0.23156555842136875,0.20510193265731547,1.0
中年,低收入,女,0.19744898594562282,0.19796234362308754,0.2078365225621391,0.2031761757758827,0.19357597209326782,1.0
中年,低收入,未指定,0.2100149476831091,0.165579562440549,0.22927707568963174,0.1976831091180867,0.19744530506862346,1.0
中年,低收入,男,0.200852076350888,0.20289414039155856,0.1998496335851374,0.20141113097024893,0.1949930187021671,1.0
中年,中收入,其他,0.21584771439862996,0.25306283757080755,0.16074957186141484,0.16058490317481228,0.2097549729943354,1.0
中年,中收入,女,0.20567556909840473,0.20597669833303459,0.19684961462627712,0.18477863416382864,0.20671948377845492,1.0
中年,中收入,未指定,0.20578636877118112,0.22354713191916656,0.1645224049202962,0.2178674532446341,0.18827664114472198,1.0
中年,中收入,男,0.19396816354072755,0.20142672249293414,0.1983625462530213,0.19549333790563,0.21074922980768698,1.0
中年,高收入,其他,0.19281857630262678,0.16141640995064427,0.19894663619199046,0.2232932525091921,0.2235251250455464,1.0
中年,高收入,女,0.2000357978373072,0.1998246465313154,0.2063074111311697,0.1880351322212698,0.20579701227893787,1.0
中年,高收入,未指定,0.21788606773058128,0.17322215767351262,0.18600280217339302,0.21142739978812836,0.21146157263438473,1.0
中年,高收入,男,0.21403898210321787,0.19302285673163683,0.20159067130923847,0.19618371741573346,0.19516377244017338,1.0
中老年,低收入,其他,0.22958474071130539,0.24203589641698126,0.20484800317901847,0.16799125769918538,0.1555401019935095,1.0
中老年,低收入,女,0.20718269787179322,0.1976641698279003,0.19263432563921215,0.19787313272894833,0.204645673932146,1.0
中老年,低收入,未指定,0.24191848805193922,0.1403854651755668,0.2165607260613889,0.17835412488527821,0.22278119582582684,1.0
中老年,低收入,男,0.20139856918948282,0.2034630979039073,0.20394129910875758,0.19862554407240482,0.1925714897254475,1.0
中老年,中收入,其他,0.26899664865604267,0.16031735175432596,0.2691334382053211,0.17331235893577732,0.12824020244853293,1.0
中老年,中收入,女,0.20076116927139678,0.1992160844165571,0.20160999506238592,0.196367247529806,0.2020455037198542,1.0
中老年,中收入,未指定,0.17978538456927043,0.21884179605539236,0.2022061027516336,0.26398297464180803,0.13518374198189556,1.0
中老年,中收入,男,0.19108159494848714,0.20618449962215846,0.20368079516147683,0.1981704939370551,0.20088261633082247,1.0
中老年,高收入,其他,0.25573416354279177,0.16684668657475063,0.20830421246584915,0.24397992248554545,0.12513501493106297,1.0
中老年,高收入,女,0.18694931579600307,0.20564173832559943,0.2054047724918909,0.19997407314995894,0.20203010023654766,1.0
中老年,高收入,未指定,0.2062,0.13116666666666665,0.20006666666666667,0.2562333333333333,0.20633333333333334,1.0
中老年,高收入,男,0.2099878765523844,0.19349239368929802,0.1884504498151649,0.20465030498471687,0.20341897495843583,1.0
老年,低收入,其他,0.21080803078212504,0.18566421577964876,0.21419863613851955,0.1929025867652101,0.19642653053449655,1.0
老年,低收入,女,0.20400884547992468,0.19523112563036799,0.20031871150629849,0.20415951199991073,0.1962818053834981,1.0
