age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.2019072762048436,0.19202068909781525,0.2171547102718138,0.19183211659168664,0.19708520783384068
青年,女,0.19683377979820635,0.19685343427254745,0.20550833985592115,0.19165540388210553,0.20914904219121955
青年,未指定,0.2240267494626224,0.19393360401241938,0.1939866783430194,0.17923201443621792,0.20882095374572088
青年,男,0.19232400088120963,0.20961181768436113,0.19899466299653912,0.20011157250910228,0.19895794592878785
中年,其他,0.19691509297967422,0.19120039539529232,0.2084371589200766,0.2238102102596841,0.17963714244527276
中年,女,0.19595451545332018,0.201837444789762,0.1985636556249272,0.2009458537550357,0.2026985303769549
中年,未指定,0.19581509984407222,0.1864091343493788,0.20993662290629245,0.2004049092097983,0.20743423369045821
中年,男,0.2079917773050855,0.2006969010488084,0.1903009994906907,0.20214601275347355,0.19886430940194183
中老年,其他,0.2218363243405985,0.21157837012505243,0.20564295007580563,0.17550348920979345,0.18543886624875
中老年,女,0.20368092689164233,0.1969419525284253,0.207245293702906,0.19710282014724442,0.19502900672978193
中老年,未指定,0.20989957745705976,0.20167919661965647,0.2036437469132415,0.21795533117488888,0.16682214783515337
中老年,男,0.20019103086134912,0.20387796336393177,0.2013688393814915,0.19309098905029912,0.20147117734292852
老年,其他,0.19817797563964684,0.19809043843633545,0.2051934572193182,0.21222769677112774,0.18631043193357177
老年,女,0.1989103641559222,0.2033137157702489,0.19928437684356323,0.20071473327320513,0.1977768099570605
老年,未指定,0.2267553747182053,0.19813908591606946,0.20961248266466279,0.174202574488493,0.19129048221256942
老年,男,0.20229559560549254,0.20070309158325672,0.1957883767297729,0.20267786001720453,0.19853507606427329
