age_group,income_level,gender,书籍,家居,服装,电子产品,食品,total
青年,低收入,其他,0.2062457684495599,0.15876777251184834,0.26954976303317535,0.12720040622884224,0.23823628977657413,1.0
青年,低收入,女,0.19136835517095935,0.20658666340122725,0.1893682735349742,0.21365838061417472,0.19901832727866445,1.0
青年,低收入,未指定,0.27748535844021055,0.20854029208985098,0.16680257987990213,0.24968492846022686,0.09748684112980947,1.0
青年,低收入,男,0.20173924658425046,0.19380929449437767,0.20232625988168343,0.20107490219374252,0.20105029684594591,1.0
青年,中收入,其他,0.2774896265560166,0.15293420272673386,0.11121813870776526,0.2360699466508595,0.22228808535862477,1.0
青年,中收入,女,0.20908310991957105,0.18436818588025022,0.19436997319034852,0.18837890974084004,0.22379982126899017,1.0
青年,中收入,未指定,0.19224721405619744,0.26888630614616804,0.07704929240445751,0.2309427770561291,0.23087441033704792,1.0
青年,中收入,男,0.22024635217305144,0.1904414244342696,0.18843194721124196,0.19293762624418972,0.2079426499372473,1.0
青年,高收入,其他,0.18526565277503457,0.22200276515899664,0.22239778787280268,0.16640331819079598,0.20393047600237013,1.0
青年,高收入,女,0.20259410738586703,0.20397709042496304,0.18957931499928085,0.1935844338805029,0.21026505330938622,1.0
青年,高收入,未指定,0.23292674019428822,0.1646337009714411,0.23248849609232342,0.2192681323497188,0.15068293039222846,1.0
青年,高收入,男,0.19519283475886606,0.19134889525523413,0.21715672585988754,0.16944705878297084,0.22685448534304142,1.0
中年,低收入,其他,0.21039882039039462,0.18427889341384637,0.26969526751860695,0.13825305434629967,0.1973739643308524,1.0
中年,低收入,女,0.2020691737153176,0.20486647722551807,0.19191717765923857,0.20044756856163207,0.2006996028382937,1.0
中年,低收入,未指定,0.15486223384128514,0.2514877369199546,0.16800247669498813,0.23841629114925528,0.18723126139451687,1.0
中年,低收入,男,0.20579669115339572,0.19478500776533336,0.20078227554313932,0.2000665027689456,0.198569522769186,1.0
中年,中收入,其他,0.17975373048448348,0.16544554835244926,0.2230235145191607,0.20871533238712647,0.2230618742567801,1.0
中年,中收入,女,0.2029468407469011,0.20853899008381457,0.20375751292812355,0.18732888253102953,0.19742777371013123,1.0
中年,中收入,未指定,0.17217051046422008,0.26104227189185986,0.17786209758700422,0.2109148040552558,0.17801031600166003,1.0
中年,中收入,男,0.1956677571309166,0.19126023348112722,0.2104180851004943,0.21529196211605417,0.1873619621714077,1.0
中年,高收入,其他,0.17647673810768427,0.25488761108207003,0.18302840216065516,0.21575187314863217,0.16985537550095836,1.0
中年,高收入,女,0.21028587316640768,0.19664395996757103,0.1933391235645434,0.19792129781930348,0.2018097454821744,1.0
中年,高收入,未指定,0.20353275625259526,0.1974957677196793,0.20375634842048104,0.19165042961637974,0.20356469799086466,1.0
中年,高收入,男,0.18968484605212152,0.19772109301756538,0.21004352165222817,0.2027963280152422,0.19975421126284273,1.0
中老年,低收入,其他,0.24823587874772238,0.20500248467782012,0.16789796256418751,0.15530892827563358,0.2235547457346364,1.0
中老年,低收入,女,0.2047125821062546,0.1927041803141267,0.20340815071975443,0.20393019588279473,0.19524489097706954,1.0
中老年,低收入,未指定,0.20008257922444345,0.20648246911881085,0.18043560540893921,0.2387227746619413,0.17427657158586518,1.0
中老年,低收入,男,0.19165835692562172,0.19657228368280347,0.20283328746264073,0.20796435086515813,0.20097172106377595,1.0
中老年,中收入,其他,0.1688349233882625,0.19870868266358294,0.2829334104269057,0.18078442709839068,0.16873855642285823,1.0
中老年,中收入,女,0.2025300076232162,0.1980601587091729,0.20384930223661227,0.19384347933714588,0.20171705209385277,1.0
中老年,中收入,未指定,0.14921517981323265,0.1864361878270084,0.19872176965361946,0.21113981058348236,0.25448705212265715,1.0
中老年,中收入,男,0.19514792915424395,0.20907266332025534,0.20195533637117827,0.19489349723440624,0.1989305739199162,1.0
中老年,高收入,其他,0.26240330754867963,0.21242331288343558,0.206255001333689,0.14393838356895172,0.17497999466524405,1.0
中老年,高收入,女,0.19260606043266734,0.20170686594407625,0.20493120037078416,0.20544474786820568,0.19531112538426657,1.0
中老年,高收入,未指定,0.16173651929465882,0.19157296192179912,0.22147329414771275,0.20368004088934322,0.22153718374648607,1.0
