age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.18832434912260582,0.1452288106434224,0.22571395802270902,0.231104484459227,0.2096283977520358
青年,女,0.1913888829559417,0.20860055015282647,0.19813595542120865,0.19704891458916715,0.20482569688085606
青年,未指定,0.11608431251288394,0.24147083075654505,0.21735209235209235,0.1980777159348588,0.22701504844361986
青年,男,0.19276968441620496,0.20251570686525472,0.2011948955503835,0.20008750078549148,0.20343221238266537
中年,其他,0.23428679800977265,0.17996831700841162,0.17985675717887503,0.18626029139427475,0.21962783640866596
中年,女,0.19636821694980777,0.19638540893221063,0.20604730304260915,0.20142591231345539,0.19977315876191706
中年,未指定,0.21258849659895424,0.17370783397343945,0.18656008514182593,0.1886770626070057,0.2384665216787747
中年,男,0.1979128632935651,0.20467970115449557,0.19930385529976294,0.19891649043727747,0.1991870898148989
中老年,其他,0.2219099099099099,0.16803088803088803,0.20274903474903475,0.19113513513513514,0.21617503217503217
中老年,女,0.2043731292509241,0.19964337329592025,0.19871550458568973,0.20138038735778882,0.1958876055096771
中老年,未指定,0.19825002204002468,0.15931631843427665,0.2209843075024244,0.225127832143172,0.19632151988010227
中老年,男,0.20396898039742423,0.19949448442442444,0.2023234699637803,0.19843886524861978,0.19577419996575124
老年,其他,0.21438943160262233,0.1807267626868346,0.20043746640220958,0.2016299948715097,0.2028163444368238
老年,女,0.20350060907888612,0.20050713526295288,0.1969256670744763,0.19944131310133692,0.1996252754823478
老年,未指定,0.20829724838588298,0.21378614218564287,0.19153193293873821,0.2038237103488643,0.18256096614087167
老年,男,0.20180230110753503,0.2020498568900607,0.20456130766459624,0.19811007786922563,0.19347645646858244
