age_group,income_level,gender,书籍,家居,服装,电子产品,食品,total
青年,低收入,其他,0.19124568559774083,0.2354879196736743,0.17634138688421713,0.2352525886413555,0.16167241920301223,1.0
青年,低收入,女,0.19049462621770435,0.1880393636171114,0.19666918149089369,0.21331665607793307,0.21148017259635749,1.0
青年,低收入,未指定,0.1477014507953155,0.1803006467400804,0.21298723999300823,0.2618423352560741,0.19716832721552177,1.0
青年,低收入,男,0.20027742139167468,0.19773831034922854,0.1883039678647957,0.2178429647144172,0.19583733567988393,1.0
青年,中收入,其他,0.1641583869082408,0.17818527177089422,0.2738895382817066,0.15100818234950322,0.23275862068965517,1.0
青年,中收入,女,0.20339611812219585,0.19948694258376554,0.17653584752465545,0.2164955308709377,0.20408556089844543,1.0
青年,中收入,未指定,0.36807634730538924,0.12303517964071856,0.17571107784431136,0.21042290419161677,0.12275449101796407,1.0
青年,中收入,男,0.20351951823665798,0.19508245856401177,0.17698188219811414,0.20219315320032935,0.22222298780088676,1.0
青年,高收入,其他,0.2464048244935828,0.18834080717488788,0.17365084274006495,0.15957940312355035,0.232024122467914,1.0
青年,高收入,女,0.19691840745127598,0.1931160493162485,0.21761938731560246,0.2030492893291698,0.18929686658770323,1.0
青年,高收入,未指定,0.242544249575689,0.1972035884587408,0.1815242867534147,0.24246342843287805,0.13626444677927746,1.0
青年,高收入,男,0.21751739081268992,0.18606619269786495,0.1887728488102751,0.20798572986696529,0.19965783781220475,1.0
中年,低收入,其他,0.21474565357372827,0.24801459540673965,0.16784717750590256,0.17457251198397367,0.19482006152965586,1.0
中年,低收入,女,0.21179200236727777,0.19318197102774826,0.19943777153079478,0.19564071179738254,0.19994754327679665,1.0
中年,低收入,未指定,0.20835449466734382,0.17267648552564754,0.2024187404773997,0.21409979685119349,0.20245048247841543,1.0
中年,低收入,男,0.19262599388506532,0.19566819470640404,0.19568901268647707,0.2094191644773091,0.2065976342447445,1.0
中年,中收入,其他,0.21641258954945167,0.19739924625674804,0.197433198655485,0.1530913659050012,0.2356635996333141,1.0
中年,中收入,女,0.19615500956936446,0.19692253762018244,0.20752375379170165,0.20009300800321148,0.19930569101553997,1.0
中年,中收入,未指定,0.16705533962613364,0.24982417175643162,0.22898389783453638,0.18745141588006664,0.16668517490283177,1.0
中年,中收入,男,0.20073540250819372,0.19709420949741066,0.20046537835756434,0.20873417913347045,0.19297083050336084,1.0
中年,高收入,其他,0.2050381173351011,0.26068942658269806,0.1430560159098442,0.27315213788531656,0.11806430228704011,1.0
中年,高收入,女,0.1963783205567449,0.1961571471693284,0.19905326661964992,0.20943589657988046,0.19897536907439634,1.0
中年,高收入,未指定,0.21335655388114871,0.21321438726187092,0.2334020471993176,0.16672590275803242,0.17330110889963038,1.0
中年,高收入,男,0.20960415952719366,0.1993191049488486,0.20803394362953018,0.18811832517794844,0.19492446671647912,1.0
中老年,低收入,其他,0.14474403059420896,0.20483979818105857,0.21065655429507987,0.20474338785872673,0.23501622907092587,1.0
中老年,低收入,女,0.1989414668958489,0.19914417654066272,0.1970948653369284,0.20045068185415457,0.2043688093724054,1.0
中老年,低收入,未指定,0.19596853158658878,0.22166323395347268,0.215045413107337,0.19637370429145423,0.17094911706114732,1.0
中老年,低收入,男,0.2007563167157982,0.19642983636750017,0.20277379700415757,0.1951779360400172,0.20486211387252684,1.0
中老年,中收入,其他,0.14871826134666383,0.1772487578870363,0.2342183070686134,0.23412686316944553,0.20568781052824092,1.0
中老年,中收入,女,0.20392257048565157,0.20782447969890383,0.1884950217501773,0.19839986821458686,0.20135805985068042,1.0
中老年,中收入,未指定,0.19883312338394218,0.22359610157130544,0.20499900550288405,0.19870052376848107,0.17387124577338725,1.0
中老年,中收入,男,0.2052832528481693,0.19668078997422053,0.20242879925817722,0.20184785371344302,0.19375930420598989,1.0
中老年,高收入,其他,0.17635418413550227,0.24527922186818715,0.1448264296495053,0.21988931745765555,0.21365084688914976,1.0
中老年,高收入,女,0.19987812992470672,0.1967375240763439,0.20719733846962002,0.18628331290492034,0.20990369462440903,1.0
中老年,高收入,未指定,0.29006399229340124,0.16779054565471685,0.1742241794536572,0.16142572077341225,0.2064955618248125,1.0
中老年,高收入,男,0.2126202366329029,0.1898165221562598,0.2021985731041501,0.19910964582703672,0.19625502227965053,1.0
老年,低收入,其他,0.24783677178200442,0.18237201329946512,0.15907729797823347,0.17437994341531918,0.2363339735249778,1.0
老年,低收入,女,0.20280459719208113,0.20270020183103135,0.20223516794999147,0.18716664663119334,0.2050933863957027,1.0
老年,低收入,未指定,0.16355418103960984,0.23050235914515682,0.21194639387811745,0.1748344633440387,0.2191626025930772,1.0
老年,低收入,男,0.20209219962508063,0.19966405188107883,0.19953043615196245,0.19608664980033197,0.20262666254154615,1.0
老年,中收入,其他,0.18123411718386484,0.21802856222484698,0.24149038977773005,0.2047138408676044,0.1545330899459537,1.0
老年,中收入,女,0.19654641104959314,0.2080436624435994,0.19626347211002304,0.19905660749118279,0.20008984690560164,1.0
老年,中收入,未指定,0.17903825875892804,0.23496408889242584,0.1829178520979647,0.23140282116069474,0.17167697908998666,1.0
