age,count
18,227626
19,220285
20,228240
21,221254
22,222963
23,236007
24,224612
25,229704
26,227100
27,232103
28,234152
29,226689
30,233771
31,215648
32,222952
33,243706
34,220484
35,231000
36,238838
37,217917
38,225202
39,221260
40,230628
41,218107
42,218851
43,208219
44,220888
45,220337
46,217184
47,219947
48,218237
49,231050
50,226708
51,234002
52,224653
53,217713
54,226658
55,228144
56,220111
57,223876
58,225943
59,216792
60,228692
61,230819
62,220498
63,231715
64,236810
65,225376
66,230819
67,229670
68,225177
69,231748
70,220472
71,218234
72,224055
73,227291
74,229718
75,230593
76,224457
77,218634
78,231329
79,228559
80,233387
81,237584
82,225525
83,227077
84,234109
85,221431
86,222911
87,228514
88,228760
89,222427
90,229851
91,227446
92,219963
93,228928
94,224250
95,224434
96,227050
97,225363
98,220672
99,225571
100,220520
