age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.21789817047227344,0.18612962700326194,0.20209899305063111,0.1703588143525741,0.2235143951212594
青年,女,0.2004395475524373,0.20632348579927628,0.19725739467152897,0.20062335014619637,0.19535622183056106
青年,未指定,0.18092213895592532,0.27600660485202594,0.20012701638511368,0.18559634192810873,0.15734789787882636
青年,男,0.19728360931624578,0.19816631761449496,0.20365244575751856,0.20044711831342812,0.20045050899831257
中年,其他,0.24049530356175994,0.1678358718425575,0.21628334000329574,0.2009816615268721,0.17440382306551472
中年,女,0.19222046508783974,0.2051594900542797,0.19646769667475442,0.2028596204033874,0.20329272777973872
中年,未指定,0.18395148073530487,0.2348299007275802,0.17998475943923087,0.2210925185548608,0.18014134054302328
中年,男,0.19677177820888392,0.20430701624473338,0.2006943753487581,0.20401264951606018,0.19421418068156443
中老年,其他,0.17350385814358696,0.1955503929261441,0.2243294179003639,0.20892054950395297,0.1976957815259521
中老年,女,0.2069902033837869,0.1992347393588085,0.20391910363018803,0.19133573182048833,0.19852022180672826
中老年,未指定,0.19482165903354387,0.1735783546718138,0.21194193496807795,0.20771611635848647,0.21194193496807795
中老年,男,0.196954223791514,0.19795837149864082,0.20670715267107906,0.20151236186620966,0.19686789017255643
老年,其他,0.1935935441370224,0.1722344684301206,0.20785193067801763,0.20066889632107024,0.22565116043376912
老年,女,0.19673525561786026,0.20395931087899807,0.20389948488489612,0.1997228328166583,0.19568311580158723
老年,未指定,0.17944685786173412,0.2161919551300952,0.20397198251855927,0.20388680308480595,0.19650240140480543
老年,男,0.1986193848133386,0.19527824112857817,0.20426269824753038,0.1964075376581834,0.20543213815236946
