age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.1573583640630238,0.16999664767013073,0.27660073751257125,0.20717398592021455,0.18887026483405966
青年,女,0.20148650218484992,0.2123180408732251,0.19058235856559463,0.20543285942791784,0.19018023894841252
青年,未指定,0.19162885775539712,0.20090242807997208,0.21020092735703247,0.21967392930149074,0.1775938575061076
青年,男,0.1947014057328326,0.19756327197762774,0.1986704513768575,0.2077973896699812,0.20126748124270097
中年,其他,0.16916623441059064,0.21568074693849937,0.20926456327101328,0.22195033941498837,0.18393811596490833
中年,女,0.20654123099842744,0.19631463753322115,0.20389457518323356,0.19795523307676038,0.19529432320835746
中年,未指定,0.19279274871255397,0.24069430343359713,0.19262149698474637,0.21556922851096622,0.15832222235813628
中年,男,0.19548028138851514,0.19775457182331302,0.2027527378673289,0.20524904567221078,0.19876336324863217
中老年,其他,0.21512207563356442,0.1827772496464096,0.19995826474066172,0.1826845046256579,0.21945790535370632
中老年,女,0.20198003477287862,0.2026951296665268,0.19739536874164604,0.1932418901106637,0.20468757670828483
中老年,未指定,0.18206561144017222,0.18207676605427836,0.19657776439224084,0.21540675300337986,0.22387310510992872
中老年,男,0.1969010092719648,0.19735260763705048,0.20540809652663147,0.20187133935098078,0.19846694721337244
老年,其他,0.17909547738693468,0.19779522613065326,0.20731155778894472,0.2002324120603015,0.21556532663316583
老年,女,0.20151853314742288,0.19715629962040637,0.2013469519620269,0.19659502557326358,0.2033831896968803
老年,未指定,0.20178486231236925,0.21669133748455524,0.1652190401624604,0.21335160197203432,0.2029531580685808
老年,男,0.2001853114106107,0.20276218298738008,0.20306980625001975,0.19532049181795866,0.19866220753403083
