age,count
18,227618
19,221839
20,241233
21,223104
22,234920
23,225962
24,219917
25,226468
26,220178
27,210596
28,223669
29,221480
30,217528
31,232667
32,219814
33,226694
34,234884
35,225777
36,232130
37,219192
38,220149
39,229454
40,230931
41,223708
42,222999
43,232485
44,213637
45,226659
46,222581
47,227978
48,222347
49,222398
50,226471
51,231935
52,226902
53,221072
54,228919
55,238670
56,224670
57,230996
58,218074
59,224641
60,213406
61,225757
62,214906
63,229663
64,222588
65,206442
66,224230
67,217154
68,227984
69,222534
70,239410
71,218676
72,225195
73,240912
74,236034
75,222164
76,224037
77,234162
78,233413
79,223337
80,225959
81,224291
82,225166
83,224036
84,236039
85,225219
86,218477
87,233749
88,222968
89,231173
90,229635
91,239818
92,230935
93,219955
94,215466
95,238487
96,235655
97,226697
98,224276
99,220898
100,225751
