age,count
18,229667
19,220317
20,221434
21,227978
22,230668
23,225026
24,223312
25,228910
26,221253
27,224277
28,209493
29,224996
30,226344
31,216563
32,211423
33,227074
34,232276
35,232096
36,230609
37,221252
38,226475
39,223844
40,220932
41,232461
42,231537
43,228737
44,218080
45,226906
46,229486
47,234149
48,217686
49,246340
50,228535
51,224245
52,242741
53,237133
54,222720
55,224630
56,226347
57,231412
58,228571
59,224636
60,226681
61,228915
62,231770
63,234526
64,218656
65,228758
66,219776
67,229322
68,224279
69,216174
70,220176
71,216561
72,214154
73,211364
74,237516
75,231744
76,233772
77,228515
78,226857
79,215096
80,223321
81,217155
82,225394
83,226707
84,220831
85,231908
86,227262
87,224474
88,221831
89,211382
90,227445
91,230046
92,226639
93,234327
94,224628
95,227639
96,224464
97,234142
98,234307
99,233428
100,215487
