age,count
18,228162
19,229341
20,224657
21,226090
22,234352
23,228414
24,228499
25,221636
26,230430
27,217710
28,219471
29,217700
30,228756
31,225377
32,235274
33,227395
34,227603
35,228769
36,213975
37,231754
38,226865
39,222349
40,211529
41,240326
42,225389
43,228562
44,220841
45,222382
46,205008
47,233199
48,218312
49,221427
50,219429
51,227789
52,239605
53,225760
54,233938
55,227647
56,227265
57,221644
58,227842
59,224457
60,223683
61,213030
62,239993
63,222569
64,237132
65,214736
66,220680
67,227823
68,227441
69,234198
70,222567
71,224642
72,235290
73,236585
74,227254
75,222207
76,225720
77,222347
78,229861
79,216005
80,229636
81,229097
82,237540
83,230633
84,235469
85,216413
86,215677
87,233824
88,227227
89,222367
90,230954
91,229878
92,229305
93,233451
94,224242
95,221067
96,226290
97,229829
98,219587
99,213791
100,213030
