age_group,income_level,gender,书籍,家居,服装,电子产品,食品,total
青年,低收入,其他,0.21647560650493203,0.1501821736425842,0.18350662045676708,0.3161823513729672,0.1336532480227495,1.0
青年,低收入,女,0.19204861541732368,0.20596353843700724,0.2119554240561274,0.18808000992151375,0.20195241216802792,1.0
青年,低收入,未指定,0.21127819548872181,0.211203007518797,0.2533082706766917,0.16917293233082706,0.15503759398496242,1.0
青年,低收入,男,0.21413879496119279,0.21031939310054837,0.18986632093487746,0.19326173414860626,0.19241375685477513,1.0
青年,中收入,其他,0.16190775023533102,0.23517414496391592,0.2353310323187951,0.16167241920301223,0.20591465327894573,1.0
青年,中收入,女,0.21176544647634635,0.19409384519075748,0.19414980118137085,0.18165412902751985,0.21833677812400548,1.0
青年,中收入,未指定,0.1546349466776046,0.24593929450369156,0.1538966365873667,0.19975389663658738,0.2457752255947498,1.0
青年,中收入,男,0.18676997380842947,0.19899757053120007,0.20866072796515572,0.20041658459001802,0.20515514310519672,1.0
青年,高收入,其他,0.22827743902439024,0.18597560975609756,0.22835365853658537,0.11448170731707318,0.24291158536585367,1.0
青年,高收入,女,0.18699817041736722,0.1908493913184114,0.21032113723891385,0.20469087466179675,0.20714042636351077,1.0
青年,高收入,未指定,0.307307471500041,0.12310341999507915,0.16935946854752726,0.16968752562945952,0.23054211432789307,1.0
青年,高收入,男,0.175808971995435,0.21912035817750855,0.19883767886928277,0.2066824686155737,0.19955052234219997,1.0
中年,低收入,其他,0.1964858199753391,0.20813810110974107,0.1906905055487053,0.24254007398273736,0.1621454993834772,1.0
中年,低收入,女,0.2000253912880283,0.19692047834978707,0.2069417573531238,0.19765461776451787,0.19845775524454295,1.0
中年,低收入,未指定,0.19215943574181907,0.18473714426310178,0.21545148855900928,0.21528746001804314,0.19236447141802673,1.0
中年,低收入,男,0.2086216514061033,0.19746942218473218,0.2004748234717895,0.19672249357151603,0.19671160936585896,1.0
中年,中收入,其他,0.19333232307925444,0.17623882406425215,0.19887861797242007,0.2384300651613881,0.19312016972268525,1.0
中年,中收入,女,0.18744291455841372,0.20281678568738745,0.19464714863782326,0.20973345292462325,0.20535969819175232,1.0
中年,中收入,未指定,0.18689562002275312,0.17992747440273038,0.2199943117178612,0.17342150170648465,0.23976109215017063,1.0
中年,中收入,男,0.20388368511235405,0.20652657000779867,0.18894041419638688,0.2033400139202187,0.19730931676324168,1.0
中年,高收入,其他,0.20108575576807752,0.18943913139538554,0.2365621942366569,0.18940756872770886,0.1835053498721712,1.0
中年,高收入,女,0.2005630622684777,0.20585641206562003,0.19403210442758864,0.19525560063503264,0.204292820603281,1.0
中年,高收入,未指定,0.20840429470566457,0.1946686412439837,0.1944835246205109,0.21506849315068494,0.18737504627915585,1.0
中年,高收入,男,0.21143558029673656,0.19819521644747728,0.18125572773328474,0.2065015596122316,0.2026119159102698,1.0
中老年,低收入,其他,0.21734260332174585,0.21730397837002705,0.1884125144843569,0.1813827732715334,0.1955581305523368,1.0
中老年,低收入,女,0.21348655782122253,0.19733973051066128,0.2058184636057492,0.18909182340163308,0.1942634246607339,1.0
中老年,低收入,未指定,0.22588426861261043,0.20341947350963424,0.18083406205711183,0.19202122847752012,0.19784096734312337,1.0
中老年,低收入,男,0.19032173838981406,0.21124457730559631,0.20025746890197332,0.1958313494916944,0.2023448659109219,1.0
中老年,中收入,其他,0.20715861730816376,0.201029664133366,0.20106030889924,0.2067908801176759,0.1839605295415543,1.0
中老年,中收入,女,0.19922626524829207,0.20033776123285632,0.20446935456721907,0.20114321326672704,0.1948234056849055,1.0
中老年,中收入,未指定,0.22301816329994908,0.1657783058903412,0.22906127991851977,0.2609064674927856,0.12123578339840435,1.0
中老年,中收入,男,0.197104752714381,0.20505066890721815,0.2016940011175028,0.19105276803775662,0.20509780922314147,1.0
中老年,高收入,其他,0.2391020621247716,0.21726268163229792,0.2229182980944923,0.14147742103889324,0.17923953710954493,1.0
中老年,高收入,女,0.1982840212336941,0.19319643910401493,0.21140693798609111,0.20111655213091367,0.1959960495452862,1.0
中老年,高收入,未指定,0.17773800750956242,0.23676176439625224,0.20391620170544267,0.20374074463978664,0.17784328174895603,1.0
中老年,高收入,男,0.21289126284965476,0.19551288620702378,0.20213601811352105,0.1924179009030798,0.1970419319267206,1.0
老年,低收入,其他,0.16869082337901004,0.19855379329631256,0.198453917142743,0.2247413207622548,0.2095601454196796,1.0
