age,count
18,221637
19,219964
20,221087
21,225413
22,224255
23,227782
24,227064
25,217129
26,236242
27,222554
28,225345
29,232078
30,233015
31,233889
32,235634
33,229808
34,226737
35,217102
36,239554
37,222215
38,226480
39,237517
40,227805
41,219250
42,235681
43,217171
44,222050
45,223684
46,233588
47,224843
48,226152
49,217541
50,228952
51,235071
52,233376
53,226136
54,225769
55,235246
56,218819
57,218236
58,219764
59,226511
60,226701
61,223135
62,217712
63,228216
64,226319
65,231931
66,234338
67,227461
68,221091
69,218059
70,224973
71,218262
72,224465
73,226647
74,221865
75,226703
76,233217
77,218449
78,220880
79,223878
80,229104
81,222755
82,225783
83,218262
84,220505
85,219008
86,228921
87,220910
88,224067
89,225740
90,217906
91,228158
92,226342
93,232116
94,230042
95,235265
96,218702
97,227028
98,225915
99,226335
100,234688
