age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.0,0.0,0.0,1.0,0.0
青年,女,0.2608695652173913,0.1826086956521739,0.2,0.11304347826086956,0.24347826086956523
青年,未指定,0.0,0.5,0.25,0.25,0.0
青年,男,0.21379310344827587,0.16551724137931034,0.23448275862068965,0.19310344827586207,0.19310344827586207
中年,其他,0.0,0.0,0.1,0.5,0.4
中年,女,0.2049469964664311,0.16607773851590105,0.22614840989399293,0.2049469964664311,0.1978798586572438
中年,未指定,0.21428571428571427,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.14285714285714285
中年,男,0.1786833855799373,0.19122257053291536,0.18181818181818182,0.2225705329153605,0.22570532915360503
中老年,其他,0.23076923076923078,0.3076923076923077,0.23076923076923078,0.15384615384615385,0.07692307692307693
中老年,女,0.20655737704918034,0.21311475409836064,0.20327868852459016,0.16721311475409836,0.2098360655737705
中老年,未指定,0.36363636363636365,0.18181818181818182,0.2727272727272727,0.18181818181818182,0.0
中老年,男,0.15772870662460567,0.23659305993690852,0.2555205047318612,0.1861198738170347,0.1640378548895899
老年,其他,0.29411764705882354,0.058823529411764705,0.5882352941176471,0.058823529411764705,0.0
老年,女,0.18962432915921287,0.18783542039355994,0.21288014311270126,0.21288014311270126,0.1967799642218247
老年,未指定,0.18518518518518517,0.1111111111111111,0.18518518518518517,0.2222222222222222,0.2962962962962963
老年,男,0.21492007104795738,0.16873889875666073,0.1936056838365897,0.20426287744227353,0.21847246891651864
