age,count
18,3625
19,4250
20,4000
21,3750
22,4875
23,3750
24,4000
25,3750
26,3625
27,4875
28,3625
29,3875
30,3625
31,2875
32,2750
33,5250
34,3625
35,4875
36,4125
37,4750
38,4375
39,5500
40,4250
41,3000
42,5250
43,3875
44,3125
45,4375
46,4000
47,3625
48,4250
49,4750
50,2875
51,4125
52,4250
53,4500
54,4500
55,3000
56,5875
57,4250
58,3625
59,4125
60,4375
61,2750
62,6125
63,4375
64,3250
65,4000
66,3500
67,4125
68,3625
69,5125
70,4125
71,3750
72,3625
73,3625
74,5875
75,3500
76,4500
77,3625
78,4750
79,4625
80,5250
81,3875
82,5125
83,2375
84,3250
85,5000
86,3125
87,3250
88,3000
89,2875
90,3625
91,3750
92,4375
93,4125
94,5000
95,5250
96,4625
97,4125
98,4000
99,3750
100,3875
