age_group,income_level,gender,书籍,家居,服装,电子产品,食品,total
青年,低收入,其他,0.5,0.0,0.0,0.0,0.5,1.0
青年,低收入,女,0.23076923076923078,0.11538461538461539,0.07692307692307693,0.3269230769230769,0.25,1.0
青年,低收入,未指定,0.0,0.0,0.0,0.0,1.0,1.0
青年,低收入,男,0.21052631578947367,0.2894736842105263,0.21052631578947367,0.21052631578947367,0.07894736842105263,1.0
青年,中收入,其他,0.5,0.0,0.0,0.5,0.0,1.0
青年,中收入,女,0.14285714285714285,0.2857142857142857,0.17142857142857143,0.22857142857142856,0.17142857142857143,1.0
青年,中收入,未指定,,,,,,
青年,中收入,男,0.2558139534883721,0.11627906976744186,0.20930232558139536,0.20930232558139536,0.20930232558139536,1.0
青年,高收入,其他,,,,,,
青年,高收入,女,0.0851063829787234,0.2765957446808511,0.2978723404255319,0.14893617021276595,0.19148936170212766,1.0
青年,高收入,未指定,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,1.0
青年,高收入,男,0.2962962962962963,0.2222222222222222,0.14814814814814814,0.12962962962962962,0.2037037037037037,1.0
中年,低收入,其他,0.5,0.0,0.0,0.0,0.5,1.0
中年,低收入,女,0.21212121212121213,0.1919191919191919,0.23232323232323232,0.20202020202020202,0.16161616161616163,1.0
中年,低收入,未指定,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0
中年,低收入,男,0.2641509433962264,0.2358490566037736,0.1792452830188679,0.14150943396226415,0.1792452830188679,1.0
中年,中收入,其他,0.0,0.0,0.0,1.0,0.0,1.0
中年,中收入,女,0.1650485436893204,0.1553398058252427,0.2621359223300971,0.24271844660194175,0.17475728155339806,1.0
中年,中收入,未指定,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,1.0
中年,中收入,男,0.23684210526315788,0.15789473684210525,0.22807017543859648,0.20175438596491227,0.17543859649122806,1.0
中年,高收入,其他,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,1.0
中年,高收入,女,0.20535714285714285,0.16964285714285715,0.23214285714285715,0.19642857142857142,0.19642857142857142,1.0
中年,高收入,未指定,0.0,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,1.0
中年,高收入,男,0.25961538461538464,0.14423076923076922,0.19230769230769232,0.18269230769230768,0.22115384615384615,1.0
中老年,低收入,其他,0.5,0.0,0.5,0.0,0.0,1.0
中老年,低收入,女,0.20833333333333334,0.1875,0.15625,0.28125,0.16666666666666666,1.0
中老年,低收入,未指定,0.2222222222222222,0.1111111111111111,0.3333333333333333,0.2222222222222222,0.1111111111111111,1.0
中老年,低收入,男,0.1651376146788991,0.1834862385321101,0.27522935779816515,0.2018348623853211,0.1743119266055046,1.0
中老年,中收入,其他,0.0,0.5,0.0,0.0,0.5,1.0
中老年,中收入,女,0.12037037037037036,0.23148148148148148,0.25,0.17592592592592593,0.2222222222222222,1.0
中老年,中收入,未指定,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,1.0
中老年,中收入,男,0.1797752808988764,0.20224719101123595,0.19101123595505617,0.19101123595505617,0.23595505617977527,1.0
中老年,高收入,其他,0.2,0.2,0.2,0.4,0.0,1.0
中老年,高收入,女,0.23423423423423423,0.1891891891891892,0.15315315315315314,0.2072072072072072,0.21621621621621623,1.0
中老年,高收入,未指定,0.0,0.25,0.25,0.5,0.0,1.0
中老年,高收入,男,0.18556701030927836,0.17525773195876287,0.1958762886597938,0.21649484536082475,0.2268041237113402,1.0
老年,低收入,其他,0.0,0.25,0.75,0.0,0.0,1.0
老年,低收入,女,0.17297297297297298,0.1945945945945946,0.2,0.24324324324324326,0.1891891891891892,1.0
老年,低收入,未指定,0.1,0.1,0.2,0.2,0.4,1.0
老年,低收入,男,0.1794871794871795,0.20512820512820512,0.20512820512820512,0.22564102564102564,0.18461538461538463,1.0
老年,中收入,其他,0.125,0.375,0.125,0.375,0.0,1.0
老年,中收入,女,0.2553191489361702,0.20212765957446807,0.13829787234042554,0.2127659574468085,0.19148936170212766,1.0
老年,中收入,未指定,0.0,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.4444444444444444,1.0
老年,中收入,男,0.19689119170984457,0.22279792746113988,0.22279792746113988,0.18652849740932642,0.17098445595854922,1.0
老年,高收入,其他,0.3333333333333333,0.0,0.0,0.16666666666666666,0.5,1.0
老年,高收入,女,0.1746031746031746,0.1746031746031746,0.2275132275132275,0.21164021164021163,0.21164021164021163,1.0
老年,高收入,未指定,0.0,0.0,0.125,0.5,0.375,1.0
老年,高收入,男,0.20430107526881722,0.22043010752688172,0.1881720430107527,0.1881720430107527,0.1989247311827957,1.0
