age,count
18,4125
19,3500
20,3875
21,2875
22,3500
23,4250
24,4750
25,4125
26,3375
27,5250
28,3750
29,5250
30,3750
31,3500
32,3750
33,6000
34,3000
35,4000
36,3875
37,2375
38,3750
39,3625
40,3875
41,4125
42,4125
43,4250
44,2500
45,2375
46,4500
47,4125
48,3125
49,5000
50,3875
51,3750
52,4375
53,4500
54,4375
55,4375
56,4625
57,3875
58,5000
59,3875
60,4625
61,4500
62,3875
63,3875
64,3125
65,2625
66,4250
67,4750
68,4125
69,2000
70,3625
71,4250
72,4375
73,4500
74,4500
75,3750
76,3875
77,5250
78,4750
79,4000
80,5375
81,4125
82,3875
83,3500
84,3375
85,3375
86,3250
87,4625
88,4250
89,3750
90,4625
91,4000
92,4750
93,4250
94,3625
95,3875
96,3125
97,4875
98,3875
99,3750
100,4500
