age,count
18,4500
19,3750
20,4500
21,3250
22,4250
23,4500
24,4000
25,5000
26,4500
27,5375
28,3125
29,4125
30,3875
31,3000
32,4000
33,3375
34,4375
35,3750
36,2875
37,4125
38,3125
39,3625
40,3500
41,3875
42,4000
43,3750
44,4375
45,4250
46,4625
47,3375
48,3000
49,3750
50,5125
51,5125
52,5125
53,4000
54,4000
55,4375
56,4125
57,3500
58,3875
59,4125
60,4000
61,4125
62,3375
63,4500
64,4875
65,4000
66,3125
67,2625
68,4125
69,3875
70,3750
71,4875
72,4375
73,4000
74,4375
75,3375
76,5250
77,3500
78,3875
79,2875
80,4250
81,3500
82,3625
83,4875
84,3375
85,3750
86,3875
87,3875
88,3625
89,3750
90,3750
91,4000
92,3000
93,4000
94,4125
95,3500
96,4250
97,3750
98,3375
99,4000
100,3000
