age,count
18,3375
19,4125
20,4000
21,4750
22,3375
23,4375
24,5500
25,4875
26,5375
27,4750
28,3500
29,4125
30,3125
31,3250
32,3750
33,4625
34,3625
35,6125
36,4750
37,3500
38,4250
39,3875
40,4000
41,4000
42,4000
43,3875
44,3625
45,3250
46,4500
47,3500
48,5375
49,3625
50,5875
51,3875
52,3875
53,2125
54,4625
55,3375
56,4625
57,4000
58,4000
59,4750
60,4500
61,4625
62,3625
63,4250
64,3250
65,3125
66,3875
67,2750
68,4250
69,4000
70,4500
71,2875
72,5625
73,3875
74,4125
75,4875
76,4375
77,4500
78,3125
79,3750
80,3750
81,4375
82,3750
83,4000
84,4250
85,4125
86,3500
87,4625
88,3625
89,3750
90,4625
91,3750
92,4625
93,4000
94,4250
95,3750
96,4625
97,5125
98,5375
99,5250
100,4750
