age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.1111111111111111,0.2222222222222222,0.0,0.3333333333333333,0.3333333333333333
青年,女,0.22962962962962963,0.21481481481481482,0.1925925925925926,0.1259259259259259,0.23703703703703705
青年,未指定,0.16666666666666666,0.0,0.5,0.16666666666666666,0.16666666666666666
青年,男,0.23333333333333334,0.15,0.15833333333333333,0.20833333333333334,0.25
中年,其他,0.2,0.0,0.0,0.4,0.4
中年,女,0.18269230769230768,0.20192307692307693,0.22115384615384615,0.20833333333333334,0.1858974358974359
中年,未指定,0.06666666666666667,0.26666666666666666,0.2,0.2,0.26666666666666666
中年,男,0.19014084507042253,0.22183098591549297,0.1795774647887324,0.20774647887323944,0.2007042253521127
中老年,其他,0.09090909090909091,0.09090909090909091,0.2727272727272727,0.2727272727272727,0.2727272727272727
中老年,女,0.22857142857142856,0.19365079365079366,0.17142857142857143,0.2126984126984127,0.19365079365079366
中老年,未指定,0.1,0.2,0.3,0.2,0.2
中老年,男,0.2225609756097561,0.19817073170731708,0.17073170731707318,0.21341463414634146,0.1951219512195122
老年,其他,0.3333333333333333,0.19047619047619047,0.09523809523809523,0.19047619047619047,0.19047619047619047
老年,女,0.21965317919075145,0.2023121387283237,0.20809248554913296,0.18497109826589594,0.18497109826589594
老年,未指定,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.07692307692307693,0.46153846153846156
老年,男,0.19883040935672514,0.21832358674463936,0.1871345029239766,0.21832358674463936,0.17738791423001948
