age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.5,0.0,0.0,0.25,0.25
青年,女,0.15671641791044777,0.21641791044776118,0.1791044776119403,0.23880597014925373,0.208955223880597
青年,未指定,0.25,0.25,0.25,0.0,0.25
青年,男,0.25925925925925924,0.2074074074074074,0.18518518518518517,0.17777777777777778,0.17037037037037037
中年,其他,0.25,0.08333333333333333,0.08333333333333333,0.3333333333333333,0.25
中年,女,0.1942675159235669,0.17197452229299362,0.24203821656050956,0.21337579617834396,0.17834394904458598
中年,未指定,0.2,0.26666666666666666,0.2,0.13333333333333333,0.2
中年,男,0.25308641975308643,0.17901234567901234,0.2006172839506173,0.17592592592592593,0.19135802469135801
中老年,其他,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.1111111111111111
中老年,女,0.1873015873015873,0.20317460317460317,0.1873015873015873,0.21904761904761905,0.20317460317460317
中老年,未指定,0.25,0.125,0.3125,0.25,0.0625
中老年,男,0.17627118644067796,0.1864406779661017,0.22372881355932203,0.2033898305084746,0.21016949152542372
老年,其他,0.16666666666666666,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.16666666666666666
老年,女,0.20106761565836298,0.1903914590747331,0.18861209964412812,0.22241992882562278,0.19750889679715303
老年,未指定,0.037037037037037035,0.1111111111111111,0.14814814814814814,0.2962962962962963,0.4074074074074074
老年,男,0.19337979094076654,0.21602787456445993,0.20557491289198607,0.20034843205574912,0.18466898954703834
