age_group,income_level,gender,书籍,家居,服装,电子产品,食品,total
青年,低收入,其他,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,1.0
青年,低收入,女,0.3,0.175,0.15,0.225,0.15,1.0
青年,低收入,未指定,0.0,0.0,0.0,0.5,0.5,1.0
青年,低收入,男,0.2857142857142857,0.11904761904761904,0.19047619047619047,0.19047619047619047,0.21428571428571427,1.0
青年,中收入,其他,0.0,0.0,0.0,0.0,1.0,1.0
青年,中收入,女,0.19444444444444445,0.16666666666666666,0.3055555555555556,0.1111111111111111,0.2222222222222222,1.0
青年,中收入,未指定,0.0,0.0,0.0,0.0,1.0,1.0
青年,中收入,男,0.22857142857142856,0.22857142857142856,0.14285714285714285,0.17142857142857143,0.22857142857142856,1.0
青年,高收入,其他,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,1.0
青年,高收入,女,0.11764705882352941,0.17647058823529413,0.2549019607843137,0.23529411764705882,0.21568627450980393,1.0
青年,高收入,未指定,0.0,0.5,0.25,0.0,0.25,1.0
青年,高收入,男,0.11764705882352941,0.19607843137254902,0.21568627450980393,0.2549019607843137,0.21568627450980393,1.0
中年,低收入,其他,0.5,0.0,0.0,0.0,0.5,1.0
中年,低收入,女,0.27049180327868855,0.19672131147540983,0.20491803278688525,0.16393442622950818,0.16393442622950818,1.0
中年,低收入,未指定,0.2,0.0,0.2,0.2,0.4,1.0
中年,低收入,男,0.22321428571428573,0.16964285714285715,0.30357142857142855,0.15178571428571427,0.15178571428571427,1.0
中年,中收入,其他,0.16666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.16666666666666666,1.0
中年,中收入,女,0.29906542056074764,0.1308411214953271,0.17757009345794392,0.1588785046728972,0.2336448598130841,1.0
中年,中收入,未指定,0.125,0.125,0.125,0.125,0.5,1.0
中年,中收入,男,0.22916666666666666,0.125,0.13541666666666666,0.22916666666666666,0.28125,1.0
中年,高收入,其他,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,1.0
中年,高收入,女,0.24786324786324787,0.1794871794871795,0.1452991452991453,0.1794871794871795,0.24786324786324787,1.0
中年,高收入,未指定,1.0,0.0,0.0,0.0,0.0,1.0
中年,高收入,男,0.17567567567567569,0.21621621621621623,0.20270270270270271,0.16216216216216217,0.24324324324324326,1.0
中老年,低收入,其他,0.25,0.25,0.5,0.0,0.0,1.0
中老年,低收入,女,0.3137254901960784,0.20588235294117646,0.16666666666666666,0.14705882352941177,0.16666666666666666,1.0
中老年,低收入,未指定,0.0,0.0,0.0,0.0,1.0,1.0
中老年,低收入,男,0.2336448598130841,0.1588785046728972,0.22429906542056074,0.22429906542056074,0.1588785046728972,1.0
中老年,中收入,其他,0.2,0.4,0.2,0.2,0.0,1.0
中老年,中收入,女,0.2169811320754717,0.2169811320754717,0.1509433962264151,0.1792452830188679,0.2358490566037736,1.0
中老年,中收入,未指定,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,1.0
中老年,中收入,男,0.14130434782608695,0.18478260869565216,0.2391304347826087,0.18478260869565216,0.25,1.0
中老年,高收入,其他,0.0,0.0,0.0,0.8,0.2,1.0
中老年,高收入,女,0.2,0.09473684210526316,0.2,0.22105263157894736,0.28421052631578947,1.0
中老年,高收入,未指定,0.0,0.25,0.5,0.0,0.25,1.0
中老年,高收入,男,0.19469026548672566,0.18584070796460178,0.24778761061946902,0.18584070796460178,0.18584070796460178,1.0
老年,低收入,其他,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,1.0
老年,低收入,女,0.16080402010050251,0.18592964824120603,0.22110552763819097,0.23115577889447236,0.20100502512562815,1.0
老年,低收入,未指定,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.0
老年,低收入,男,0.2198952879581152,0.18848167539267016,0.16753926701570682,0.2356020942408377,0.18848167539267016,1.0
老年,中收入,其他,0.45454545454545453,0.18181818181818182,0.0,0.36363636363636365,0.0,1.0
老年,中收入,女,0.21243523316062177,0.17616580310880828,0.20725388601036268,0.18652849740932642,0.21761658031088082,1.0
老年,中收入,未指定,0.0,0.14285714285714285,0.42857142857142855,0.2857142857142857,0.14285714285714285,1.0
老年,中收入,男,0.16,0.215,0.225,0.21,0.19,1.0
老年,高收入,其他,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,1.0
老年,高收入,女,0.1896551724137931,0.25862068965517243,0.12643678160919541,0.20689655172413793,0.21839080459770116,1.0
老年,高收入,未指定,0.14285714285714285,0.2857142857142857,0.14285714285714285,0.2857142857142857,0.14285714285714285,1.0
老年,高收入,男,0.2768361581920904,0.2033898305084746,0.1751412429378531,0.1977401129943503,0.14689265536723164,1.0
