age,count
18,6756
19,5807
20,5439
21,6372
22,6187
23,4881
24,7878
25,5255
26,6747
27,4685
28,6193
29,7124
30,7307
31,7128
32,7693
33,6372
34,4133
35,6559
36,6372
37,6942
38,4877
39,6935
40,5999
41,6375
42,8051
43,5248
44,5811
45,6001
46,5816
47,8810
48,4317
49,5435
50,5810
51,5062
52,4881
53,6375
54,6932
55,6007
56,5806
57,5250
58,6004
59,4876
60,9369
61,6750
62,6932
63,7123
64,8053
65,6374
66,5819
67,6947
68,7116
69,7685
70,7493
71,4691
72,5625
73,5448
74,7127
75,4874
76,5444
77,5997
78,5621
79,6554
80,5063
81,5622
82,4688
83,7120
84,7497
85,5805
86,7120
87,6370
88,6940
89,6751
90,6190
91,5445
92,5071
93,5445
94,5810
95,5814
96,6749
97,5811
98,5630
99,5996
100,7131
