age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.12550066755674233,0.25033377837116155,0.24966622162883845,0.0,0.37449933244325767
青年,女,0.20185202506781405,0.18417360396595267,0.2105041623795716,0.21915629969132916,0.18431390889533253
青年,未指定,0.3993610223642173,0.0010649627263045794,0.2012779552715655,0.39829605963791265,0.0
青年,男,0.20303673912061096,0.23742600207872022,0.18654254598038772,0.18649735641014054,0.18649735641014054
中年,其他,0.27290353853611243,0.45370819195346584,0.18128938439166262,0.09112942317014057,0.0009694619486185168
中年,女,0.2044150702855034,0.1887476096219009,0.21060489146844702,0.20444861945180662,0.19178380917234206
中年,未指定,0.1247498332221481,0.2501667778519013,0.2494996664442962,0.00066711140760507,0.3749166110740494
中年,男,0.17511396732936557,0.23724199062935292,0.1868589337723186,0.1899772065341269,0.21080790173483602
中老年,其他,0.28609523809523807,0.2853333333333333,0.072,0.07123809523809524,0.2853333333333333
中老年,女,0.1915040938911873,0.24346968097076285,0.21101282694870951,0.1915560248576226,0.1624573733317177
中老年,未指定,0.21417682926829268,0.2149390243902439,0.14329268292682926,0.2850609756097561,0.14253048780487804
中老年,男,0.21681714487677922,0.19879189024194327,0.20783664813803296,0.2109051184011824,0.16564919834206215
老年,其他,0.21371428571428572,0.21523809523809523,0.3565714285714286,0.07161904761904762,0.14285714285714285
老年,女,0.16699068177247436,0.19755025426407072,0.23337706739194974,0.1849088767369923,0.21717311983451287
老年,未指定,0.21099887766554434,0.26318742985409654,0.2623456790123457,0.10493827160493827,0.1585297418630752
老年,男,0.20860857449303835,0.2031154459157386,0.20106053467788013,0.17858682250578883,0.20862862240755406
