age,count
18,4692
19,5439
20,5246
21,6000
22,6185
23,6760
24,5256
25,6933
26,7877
27,4507
28,6748
29,6562
30,6752
31,7502
32,9182
33,5815
34,6746
35,6378
36,6562
37,7310
38,5622
39,5820
40,8436
41,5638
42,5620
43,5252
44,7492
45,6366
46,6762
47,5818
48,7680
49,7686
50,7130
51,5247
52,5623
53,6576
54,6198
55,6744
56,5253
57,6930
58,5627
59,6192
60,7310
61,7116
62,5441
63,5815
64,7119
65,8054
66,7683
67,6565
68,6560
69,4876
70,5250
71,3567
72,7492
73,5818
74,5633
75,7866
76,8432
77,6746
78,5995
79,5440
80,4318
81,5620
82,7314
83,5999
84,6186
85,6939
86,7685
87,5446
88,4699
89,5258
90,5629
91,6000
92,5637
93,6557
94,4492
95,6744
96,7499
97,5255
98,5064
99,7121
100,7123
