age,count
18,5999
19,5061
20,6932
21,5821
22,6193
23,6377
24,7868
25,7127
26,6007
27,5824
28,6564
29,5442
30,5812
31,6369
32,4691
33,6378
34,7311
35,6750
36,6370
37,6564
38,5442
39,7489
40,6752
41,4503
42,4686
43,3940
44,5626
45,5247
46,5251
47,6186
48,6370
49,6194
50,7497
51,7871
52,6374
53,6377
54,6751
55,6197
56,6757
57,5451
58,6184
59,6745
60,6557
61,5061
62,6371
63,5438
64,7316
65,8613
66,7126
67,6003
68,6193
69,4131
70,6559
71,5994
72,5808
73,6010
74,6006
75,6556
76,6561
77,6374
78,7869
79,7684
80,5999
81,6935
82,5632
83,5813
84,6933
85,6748
86,6746
87,5817
88,6754
89,6941
90,5253
91,5258
92,6186
93,6934
94,7123
95,7873
96,5815
97,5818
98,7308
99,7493
100,5815
