age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.19957310565635006,0.0,0.400213447171825,0.0010672358591248667,0.3991462113127001
青年,女,0.18465641025641025,0.2537846153846154,0.23085128205128205,0.18477948717948717,0.14592820512820512
青年,未指定,0.25100133511348466,0.24966622162883845,0.24966622162883845,0.24966622162883845,0.0
青年,男,0.21109861267341581,0.1876848727242428,0.2733824938549348,0.19518393534141565,0.1326500854059909
中年,其他,0.11229314420803782,0.22163120567375885,0.2222222222222222,0.11170212765957446,0.3321513002364066
中年,女,0.1454706589858834,0.1841805406089764,0.1958441476229664,0.2403462682787871,0.23415838450338672
中年,未指定,0.33274021352313166,0.16725978647686832,0.16637010676156583,0.16725978647686832,0.16637010676156583
中年,男,0.18912148863839684,0.18287545340685438,0.19219570910392167,0.21633403275915353,0.2194733160916736
中老年,其他,0.21045237426243327,0.10508569822983985,0.15819050295026693,0.3158190502950267,0.21045237426243327
中老年,女,0.19814405072487698,0.18585911957993462,0.21660447145074468,0.21676959149301542,0.1826227667514283
中老年,未指定,0.08429458740017746,0.16637089618456077,0.0834072759538598,0.33274179236912155,0.3331854480922804
中老年,男,0.21402886893096337,0.2044172531910905,0.1979924674926294,0.17588915966529764,0.20767225072001907
老年,其他,0.47322680123352956,0.31567143257639474,0.052705354639753295,0.10569105691056911,0.052705354639753295
老年,女,0.22724772780237706,0.20268468888371008,0.18699603821952926,0.2343136797949196,0.148757865299464
老年,未指定,0.21432653838826443,0.1787007048961707,0.14250333396837492,0.1068775004762812,0.35759192227090875
老年,男,0.19955540712600972,0.2191341919054875,0.19764553632929094,0.2133628337055668,0.17030203093364504
