age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.0013351134846461949,0.4993324432576769,0.0,0.4993324432576769,0.0
青年,女,0.2822923922297036,0.17394164538348425,0.2029254701648479,0.17398034207878646,0.16686015014317776
青年,未指定,0.25,0.25,0.0013333333333333333,0.374,0.12466666666666666
青年,男,0.20006099420555049,0.21412778286062825,0.19289417505336992,0.19998475144861239,0.19293229643183898
中年,其他,0.14971977582065651,0.04990659194021884,0.3005070723245263,0.2500667200427008,0.24979983987189752
中年,女,0.1584722515298586,0.2266492739166299,0.21565731166912852,0.2193404822651499,0.17988068061923307
中年,未指定,0.23605015673981192,0.2940438871473354,0.17586206896551723,0.17648902821316614,0.11755485893416928
中年,男,0.1781697206526905,0.23101159986622308,0.20467867138406295,0.20786467409480558,0.17827533400221787
中老年,其他,0.1808972503617945,0.18234442836468887,0.27206946454413894,0.09213699951760733,0.2725518572117704
中老年,女,0.16322014221448267,0.20742635321433756,0.23469017559135102,0.18707371934407196,0.2075896096357568
中老年,未指定,0.33274179236912155,0.16770186335403728,0.0008873114463176575,0.1668145519077196,0.3318544809228039
中老年,男,0.17785847166571264,0.218320692615913,0.1979107040641099,0.19123855180309102,0.21467157985117344
老年,其他,0.19387052341597796,0.19335399449035812,0.2901170798898072,0.22572314049586778,0.09693526170798898
老年,女,0.19159351271805666,0.22026917927912276,0.19542579174884775,0.18589108152023953,0.20682043473373327
老年,未指定,0.2606580166821131,0.2175625579240037,0.13021316033364227,0.26112140871177014,0.1304448563484708
老年,男,0.2195346226068103,0.20694194397661497,0.20138606578004917,0.17608455775596724,0.1960528098805583
