age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.12466666666666666,0.49933333333333335,0.12533333333333332,0.0006666666666666666,0.25
青年,女,0.19551021985240138,0.16664734747498164,0.202928789459449,0.26084772613113866,0.1740659170820293
青年,未指定,0.3742494996664443,0.3749166110740494,0.1247498332221481,0.00066711140760507,0.12541694462975317
青年,男,0.2167748244288381,0.14165703618099387,0.23317628233620766,0.2500222241977065,0.15836963285625388
中年,其他,0.1008,0.2,0.1008,0.49866666666666665,0.09973333333333333
中年,女,0.1545798637395912,0.2176633863234923,0.2395828076373118,0.1829590377660022,0.2052149045336025
中年,未指定,0.002129925452609159,0.5985090521831736,0.0,0.20021299254526093,0.19914802981895632
中年,男,0.23308351949268574,0.19263889889745622,0.20613244937666642,0.17557829502053757,0.19256683721265402
中老年,其他,0.26635846372688476,0.20021337126600283,0.13300142247510668,0.26671408250355616,0.1337126600284495
中老年,女,0.1678342524966463,0.18326957155396564,0.21105977045759428,0.24231132309832562,0.19552508239346814
中老年,未指定,0.13323833273957963,0.26647666547915927,0.26683291770573564,0.13323833273957963,0.20021375133594585
中老年,男,0.2037412878966662,0.19458472962980444,0.21524205094318843,0.18003178049432828,0.20640015103601264
老年,其他,0.2777284826974268,0.11150547175391896,0.33274179236912155,0.1668145519077196,0.11120970127181307
老年,女,0.18376773342131308,0.21820814545987757,0.19765204003079292,0.21137138458154625,0.18900069650647017
老年,未指定,0.26652452025586354,0.13397299218194741,0.13326226012793177,0.13326226012793177,0.3329779673063255
老年,男,0.20166977757753524,0.17762534825344575,0.21225300440431422,0.19986759472953466,0.20858427503517016
