age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.37449933244325767,0.0,0.0,0.5,0.12550066755674233
青年,女,0.20766013286311819,0.16148609858115312,0.20011481997867628,0.17719183137865988,0.2535471171983925
青年,未指定,0.19893617021276597,0.0,0.40106382978723404,0.2,0.2
青年,男,0.18204236739974128,0.15152005174644242,0.1817998059508409,0.23471862871927554,0.24991914618369987
中年,其他,0.19968051118210864,0.0010649627263045794,0.20021299254526093,0.10063897763578275,0.4984025559105431
中年,女,0.20323496515529554,0.24499698872924375,0.1806762453755485,0.17109180073991223,0.2
中年,未指定,0.18186226964112512,0.36372453928225024,0.00048496605237633366,0.453443258971872,0.00048496605237633366
中年,男,0.20939223757228323,0.14379989001283183,0.22802339727031845,0.22187411468661988,0.19691036045794658
中老年,其他,0.31189603465511495,0.12495834721759413,0.24958347217594135,0.2502499166944352,0.06331222925691436
中老年,女,0.18565096753270152,0.1656877229649382,0.23314475154048503,0.20945191164282367,0.20606464631905155
中老年,未指定,0.13650716541170754,0.22710711683264512,0.27252854019917416,0.18217148409035705,0.1816856934661161
中老年,男,0.21049542146043673,0.1762486163754067,0.21386643410592696,0.18228625096434442,0.21710327709388522
老年,其他,0.05332584900364861,0.26241930957058657,0.10552904855458883,0.3682290204883525,0.21049677238282347
老年,女,0.18980483271375465,0.18820631970260224,0.19863382899628254,0.2124907063197026,0.210864312267658
老年,未指定,0.13855957320687612,0.25,0.3611440426793124,0.08358032009484291,0.16671606401896857
老年,男,0.20299124274328445,0.2064744662009249,0.17724097215389156,0.17723113253960446,0.2360621863622946
