age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.33274021352313166,0.6654804270462633,0.0,0.0,0.0017793594306049821
青年,女,0.1785799323777323,0.2322015334063527,0.17872279632363447,0.22296299823801133,0.18753273965426925
青年,未指定,0.0026595744680851063,0.4973404255319149,0.5,0.0,0.0
青年,男,0.1681127540836694,0.2365880483930099,0.18322538596276833,0.19833801784186728,0.2137357937186851
中年,其他,0.3333333333333333,0.08311111111111111,0.16666666666666666,0.16666666666666666,0.25022222222222223
中年,女,0.21545949246601173,0.2188358686086816,0.1952730734002622,0.18187532551498717,0.1885562400100573
中年,未指定,0.3997867803837953,0.2995735607675906,0.10074626865671642,0.0,0.19989339019189764
中年,男,0.18790712908038867,0.2081953491757342,0.19105498744495797,0.204574402270825,0.2082681320280942
中老年,其他,0.3332146671413314,0.133499466002136,0.20007119971520113,0.20007119971520113,0.13314346742613029
中老年,女,0.20006143300569063,0.23026060527677186,0.20607540093119503,0.1818578634247284,0.18174469736161408
中老年,未指定,0.15387771850636028,0.3069347558473533,0.3081657775954042,0.23102174805088224,0.0
中老年,男,0.22147470879779563,0.18803342339279644,0.19451054769274811,0.17456028914455438,0.22142103097210541
老年,其他,0.1997867045858514,0.13402061855670103,0.33309633842872377,0.26626377532883044,0.06683256309989336
老年,女,0.19512772483069513,0.2141989666742142,0.18915831292068916,0.167977192729668,0.23353780284473355
老年,未指定,0.11777638190954774,0.23555276381909548,0.4114321608040201,0.11746231155778894,0.11777638190954774
老年,男,0.2144189441245641,0.1705908324998423,0.17582605718198938,0.23137710738067563,0.20778705881292858
