age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.0,0.7503337783711616,0.24966622162883845,0.0,0.0
青年,女,0.20301691807650638,0.19530794232852738,0.22643553629469124,0.14863738644887073,0.22660221685140428
青年,未指定,0.0,0.24900133155792276,0.25166444740346205,0.24900133155792276,0.25033288948069243
青年,男,0.13646282915474517,0.2456233936278551,0.1817079676058387,0.23616701420881625,0.20003879540274477
中年,其他,0.1247082360786929,0.37479159719906635,0.2504168056018673,0.12537512504168055,0.1247082360786929
中年,女,0.20799174453935676,0.19709912285730666,0.22584035620783888,0.18637848993865735,0.18269028645684038
中年,未指定,0.1254587921254588,0.12479145812479146,0.3123123123123123,0.31197864531197866,0.1254587921254588
中年,男,0.1926871829998206,0.23849829574180081,0.17125756315540552,0.22620154280215926,0.1713554153008138
中老年,其他,0.2624929814710837,0.2638966872543515,0.05249859629421673,0.3155530600786075,0.10555867490174059
中老年,女,0.19406206358706496,0.241289877940403,0.19043473529571794,0.2074831782650489,0.16673014491176524
中老年,未指定,0.18733333333333332,0.06333333333333334,0.25,0.06233333333333333,0.437
中老年,男,0.17115714899098325,0.22144697294976384,0.20140976098468585,0.20132030914555604,0.204665807929011
老年,其他,0.263939478845615,0.21098346875875595,0.15774726814233678,0.21014289717007564,0.1571868870832166
老年,女,0.2302298946897958,0.16939951767740252,0.19202584802182557,0.20411184669962848,0.2042328929113476
老年,未指定,0.1576437587657784,0.2631136044880785,0.2631136044880785,0.21093969144460029,0.10518934081346423
老年,男,0.20081918906176333,0.20436507936507936,0.2062902718843313,0.19705720572057206,0.19146825396825398
