age_group,gender,书籍,家居,服装,电子产品,食品
青年,其他,0.0006666666666666666,0.374,0.0006666666666666666,0.37466666666666665,0.25
青年,女,0.19832181117737083,0.287033616549686,0.20771544672542086,0.16824106813024434,0.13868805741727797
青年,未指定,0.0006666666666666666,0.374,0.5006666666666667,0.0,0.12466666666666666
青年,男,0.20149699406776286,0.20902177807859218,0.17155711271250548,0.14938089740016722,0.26854321774097223
中年,其他,0.28517013712544437,0.14271203656678516,0.23844591163026918,0.14296597257491112,0.19070594210259015
中年,女,0.1992653047655458,0.2305978956466814,0.16836488755173618,0.24598992702913847,0.15578198500689816
中年,未指定,0.14354674796747968,0.14278455284552846,0.23780487804878048,0.2855691056910569,0.19029471544715448
中年,男,0.21432282646345688,0.16898164184274334,0.20779355732594387,0.18818843089712503,0.22071354347073086
中老年,其他,0.2500834724540901,0.06243739565943239,0.31285475792988315,0.12487479131886478,0.24974958263772956
中老年,女,0.23267976142584787,0.2132650027110699,0.19005474612142095,0.1870288422856943,0.17697164745596697
中老年,未指定,0.2661921708185053,0.13380782918149467,0.3330960854092527,0.2,0.06690391459074733
中老年,男,0.20257587522365889,0.17418385604807402,0.19921677188481146,0.199368691131292,0.22465480571216367
老年,其他,0.17420552076084436,0.08698677800974251,0.39062862444908375,0.13059614938529343,0.21758292739503596
老年,女,0.1978883236720691,0.2217851650301668,0.20148665168184865,0.18672857762530068,0.19211128199061478
老年,未指定,0.2099803756658256,0.05242500700869078,0.26324642556770395,0.3165124754695823,0.15783571628819737
老年,男,0.19958995791154524,0.2106196958197392,0.17562812336747066,0.21994421061969582,0.19421801228154909
