age_group,income_level,gender,书籍,家居,服装,电子产品,食品,total
青年,低收入,其他,0.0,0.0026666666666666666,0.49866666666666665,0.0,0.49866666666666665,1.0
青年,低收入,女,0.25624914629149026,0.255975959568365,0.1796202704548559,0.1543504985657697,0.15380412511951919,1.0
青年,低收入,未指定,0.0,0.0,0.0,0.0,1.0,1.0
青年,低收入,男,0.15807896947633715,0.31531783814057684,0.23606832819938392,0.13189582749929993,0.15863903668440213,1.0
青年,中收入,其他,0.49866666666666665,0.0,0.49866666666666665,0.0026666666666666666,0.0,1.0
青年,中收入,女,0.22874123742761354,0.11444681499542822,0.22874123742761354,0.2282840597378848,0.19978665041145993,1.0
青年,中收入,未指定,0.0,0.5,0.0,0.5,0.0,1.0
青年,中收入,男,0.18610421836228289,0.1858560794044665,0.27878411910669976,0.27903225806451615,0.07022332506203474,1.0
青年,高收入,其他,0.0,0.0026666666666666666,0.49866666666666665,0.49866666666666665,0.0,1.0
青年,高收入,女,0.22726170264370604,0.20458404074702885,0.18202764976958524,0.2270191608052389,0.15910744603444094,1.0
青年,高收入,未指定,0.0,0.0,0.005263157894736842,0.010526315789473684,0.9842105263157894,1.0
青年,高收入,男,0.2353771365846009,0.29371177669750664,0.14677748157440804,0.14724792222047986,0.17688568292300455,1.0
中年,低收入,其他,0.0,0.3333333333333333,0.16843971631205673,0.0,0.49822695035460995,1.0
中年,低收入,女,0.24697129312615224,0.18501448511983146,0.2713984724782723,0.16071898867526996,0.13589676060047406,1.0
中年,低收入,未指定,0.400213447171825,0.19957310565635006,0.0010672358591248667,0.3991462113127001,0.0,1.0
中年,低收入,男,0.16809528555765973,0.14043655935413138,0.252068175022426,0.23367885976278283,0.2057211203030001,1.0
中年,中收入,其他,0.49866666666666665,0.25066666666666665,0.0,0.25066666666666665,0.0,1.0
中年,中收入,女,0.1977087952697709,0.188470066518847,0.2474395523176011,0.2079505859993665,0.15843099989441453,1.0
中年,中收入,未指定,0.002127659574468085,0.0,0.7957446808510639,0.002127659574468085,0.2,1.0
中年,中收入,男,0.14700345152180735,0.2550988390335739,0.23527873653383538,0.2057839138165464,0.156835059094237,1.0
中年,高收入,其他,0.5,0.0,0.0,0.5,0.0,1.0
中年,高收入,女,0.18005507003471807,0.1574284688135999,0.23596312702023226,0.19088950077816352,0.23566383335328625,1.0
中年,高收入,未指定,0.005319148936170213,0.0,0.0,0.9946808510638298,0.0,1.0
中年,高收入,男,0.18014811964989902,0.18034048283158605,0.20707896508608253,0.2611811099355583,0.1712513224968741,1.0
中老年,低收入,其他,0.3339253996447602,0.3321492007104796,0.0,0.3339253996447602,0.0,1.0
中老年,低收入,女,0.25678915692127025,0.12859030190341048,0.26593922787101826,0.14669472036013115,0.2019865929441699,1.0
中老年,低收入,未指定,0.0,0.49866666666666665,0.25066666666666665,0.24933333333333332,0.0013333333333333333,1.0
中老年,低收入,男,0.21166153116852335,0.2328750888836217,0.17764873192699693,0.1998103816070159,0.17800426641384215,1.0
中老年,中收入,其他,0.0017761989342806395,0.3321492007104796,0.3339253996447602,0.3321492007104796,0.0,1.0
中老年,中收入,女,0.2050952380952381,0.16966666666666666,0.20557142857142857,0.17861904761904762,0.24104761904761904,1.0
中老年,中收入,未指定,0.0017793594306049821,0.0,0.6654804270462633,0.0,0.33274021352313166,1.0
中老年,中收入,男,0.13334518097269119,0.31088205675019254,0.1448966293466027,0.18891060956104497,0.22196552336946862,1.0
中老年,高收入,其他,0.0013315579227696406,0.25033288948069243,0.4980026631158455,0.0013315579227696406,0.24900133155792276,1.0
中老年,高收入,女,0.24384091482384596,0.1969225594887749,0.1497099133944337,0.15757168082065082,0.25195493147229464,1.0
中老年,高收入,未指定,0.24933333333333332,0.0013333333333333333,0.25066666666666665,0.24933333333333332,0.24933333333333332,1.0
中老年,高收入,男,0.27173984596142453,0.1480481864261734,0.19741952471858337,0.18524126127312224,0.19755118162069646,1.0
老年,低收入,其他,0.38448912597455887,0.15428805908904392,0.23102174805088224,0.15346737792367665,0.07673368896183833,1.0
老年,低收入,女,0.15984303466317853,0.20228907782864616,0.22684761281883584,0.1962720732504905,0.21474820143884893,1.0
老年,低收入,未指定,0.0,0.3333333333333333,0.0,0.0035460992907801418,0.6631205673758865,1.0
老年,低收入,男,0.1988035245925795,0.14958889576518433,0.1988624642678219,0.21536557333569092,0.23737954203872336,1.0
老年,中收入,其他,0.0,0.0,0.49955555555555553,0.5004444444444445,0.0,1.0
老年,中收入,女,0.2315085414720858,0.23723298484528937,0.18077189599590252,0.18092253924256577,0.16956403844415655,1.0
老年,中收入,未指定,0.5554896142433234,0.11097922848664689,0.22195845697329378,0.11097922848664689,0.0005934718100890207,1.0
老年,中收入,男,0.22509077584196677,0.1937439621573004,0.1752556714081082,0.20620273826576502,0.19970685232685967,1.0
老年,高收入,其他,0.0,0.16622222222222222,0.6675555555555556,0.16622222222222222,0.0,1.0
老年,高收入,女,0.20432960893854749,0.16762569832402235,0.188463687150838,0.3034078212290503,0.1361731843575419,1.0
老年,高收入,未指定,0.33362989323843417,0.0,0.0008896797153024911,0.33274021352313166,0.33274021352313166,1.0
老年,高收入,男,0.3035019455252918,0.20988091027001532,0.16604763589199387,0.1603289706402547,0.16024053767244428,1.0
