age,count
18,6940
19,6370
20,3756
21,6181
22,4691
23,6936
24,5997
25,5248
26,5632
27,5255
28,5817
29,5820
30,5998
31,7119
32,6374
33,4315
34,7489
35,6935
36,5809
37,6747
38,4690
39,6936
40,5997
41,5817
42,5821
43,6007
44,6000
45,5064
46,6562
47,6558
48,6374
49,6187
50,6751
51,5441
52,6000
53,5621
54,5441
55,6010
56,5256
57,3760
58,4686
59,7675
60,4319
61,5445
62,7128
63,6561
64,6190
65,5630
66,6185
67,6189
68,5814
69,4884
70,6754
71,6188
72,3939
73,7488
74,7126
75,5255
76,8807
77,6933
78,5812
79,7682
80,5814
81,6931
82,5811
83,4315
84,6937
85,7683
86,8054
87,5627
88,4502
89,4507
90,5442
91,8243
92,4502
93,6372
94,5813
95,6748
96,6927
97,5439
98,6934
99,5809
100,4873
